Indicator,Group,State,Subgroup,Time Period,Time Period Start Date,Time Period End Date,Value
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,New Hampshire,15,2020-09-16,2020-09-28,25.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,New Jersey,15,2020-09-16,2020-09-28,20.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,New Mexico,15,2020-09-16,2020-09-28,25.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New York,New York,15,2020-09-16,2020-09-28,20.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,North Carolina,15,2020-09-16,2020-09-28,23.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,North Dakota,15,2020-09-16,2020-09-28,24.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,Ohio,15,2020-09-16,2020-09-28,23.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,Oklahoma,15,2020-09-16,2020-09-28,22.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,Oregon,15,2020-09-16,2020-09-28,22.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,15,2020-09-16,2020-09-28,25.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,15,2020-09-16,2020-09-28,25.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,15,2020-09-16,2020-09-28,23.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,South Dakota,15,2020-09-16,2020-09-28,23.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,Tennessee,15,2020-09-16,2020-09-28,26.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Texas,Texas,15,2020-09-16,2020-09-28,21.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Utah,Utah,15,2020-09-16,2020-09-28,28.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,Vermont,15,2020-09-16,2020-09-28,29.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,Virginia,15,2020-09-16,2020-09-28,22.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Washington,Washington,15,2020-09-16,2020-09-28,24.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,West Virginia,15,2020-09-16,2020-09-28,25.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,Wisconsin,15,2020-09-16,2020-09-28,20.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,Wyoming,15,2020-09-16,2020-09-28,24.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",National Estimate,United States,United States,15,2020-09-16,2020-09-28,10.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,18 - 29 years,15,2020-09-16,2020-09-28,18.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,30 - 39 years,15,2020-09-16,2020-09-28,14.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,40 - 49 years,15,2020-09-16,2020-09-28,10.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,50 - 59 years,15,2020-09-16,2020-09-28,8.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,60 - 69 years,15,2020-09-16,2020-09-28,5.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,70 - 79 years,15,2020-09-16,2020-09-28,3.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,80 years and above,15,2020-09-16,2020-09-28,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Gender,United States,Male,15,2020-09-16,2020-09-28,7.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Gender,United States,Female,15,2020-09-16,2020-09-28,12.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,15,2020-09-16,2020-09-28,3.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,15,2020-09-16,2020-09-28,22.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,15,2020-09-16,2020-09-28,12.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",15,2020-09-16,2020-09-28,10.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",15,2020-09-16,2020-09-28,9.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",15,2020-09-16,2020-09-28,6.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",15,2020-09-16,2020-09-28,15.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Less than a high school diploma,15,2020-09-16,2020-09-28,9.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,High school diploma or GED,15,2020-09-16,2020-09-28,8.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Some college/Associate's degree,15,2020-09-16,2020-09-28,12.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,15,2020-09-16,2020-09-28,10.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alabama,Alabama,15,2020-09-16,2020-09-28,14.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,15,2020-09-16,2020-09-28,9.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arizona,Arizona,15,2020-09-16,2020-09-28,9.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arkansas,Arkansas,15,2020-09-16,2020-09-28,9.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,California,California,15,2020-09-16,2020-09-28,13.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Colorado,Colorado,15,2020-09-16,2020-09-28,13.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Connecticut,Connecticut,15,2020-09-16,2020-09-28,10.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Delaware,Delaware,15,2020-09-16,2020-09-28,9.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,15,2020-09-16,2020-09-28,12.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Florida,Florida,15,2020-09-16,2020-09-28,9.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Georgia,Georgia,15,2020-09-16,2020-09-28,10.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Hawaii,Hawaii,15,2020-09-16,2020-09-28,6.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Idaho,Idaho,15,2020-09-16,2020-09-28,10.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Illinois,Illinois,15,2020-09-16,2020-09-28,9.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Indiana,Indiana,15,2020-09-16,2020-09-28,9.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Iowa,Iowa,15,2020-09-16,2020-09-28,8.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kansas,Kansas,15,2020-09-16,2020-09-28,9.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kentucky,Kentucky,15,2020-09-16,2020-09-28,9.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Louisiana,Louisiana,15,2020-09-16,2020-09-28,11.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maine,Maine,15,2020-09-16,2020-09-28,7.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maryland,Maryland,15,2020-09-16,2020-09-28,9.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Massachusetts,Massachusetts,15,2020-09-16,2020-09-28,9.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,15,2020-09-16,2020-09-28,8.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,15,2020-09-16,2020-09-28,11.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Mississippi,Mississippi,15,2020-09-16,2020-09-28,9.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Missouri,Missouri,15,2020-09-16,2020-09-28,9.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Montana,Montana,15,2020-09-16,2020-09-28,10.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nebraska,Nebraska,15,2020-09-16,2020-09-28,8.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nevada,Nevada,15,2020-09-16,2020-09-28,11.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Hampshire,New Hampshire,15,2020-09-16,2020-09-28,7.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Jersey,New Jersey,15,2020-09-16,2020-09-28,9.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Mexico,New Mexico,15,2020-09-16,2020-09-28,14.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New York,New York,15,2020-09-16,2020-09-28,11.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Carolina,North Carolina,15,2020-09-16,2020-09-28,9.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Dakota,North Dakota,15,2020-09-16,2020-09-28,6.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Ohio,Ohio,15,2020-09-16,2020-09-28,8.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oklahoma,Oklahoma,15,2020-09-16,2020-09-28,7.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oregon,Oregon,15,2020-09-16,2020-09-28,14.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,15,2020-09-16,2020-09-28,8.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Rhode Island,Rhode Island,15,2020-09-16,2020-09-28,7.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,15,2020-09-16,2020-09-28,9.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,15,2020-09-16,2020-09-28,6.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Tennessee,Tennessee,15,2020-09-16,2020-09-28,10.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Texas,Texas,15,2020-09-16,2020-09-28,10.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Utah,Utah,15,2020-09-16,2020-09-28,15.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Vermont,Vermont,15,2020-09-16,2020-09-28,9.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Virginia,Virginia,15,2020-09-16,2020-09-28,9.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Washington,Washington,15,2020-09-16,2020-09-28,11.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,West Virginia,West Virginia,15,2020-09-16,2020-09-28,13.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wisconsin,Wisconsin,15,2020-09-16,2020-09-28,6.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wyoming,Wyoming,15,2020-09-16,2020-09-28,8.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,United States,16,2020-09-30,2020-10-12,19.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,18 - 29 years,16,2020-09-30,2020-10-12,17.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,30 - 39 years,16,2020-09-30,2020-10-12,19.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,40 - 49 years,16,2020-09-30,2020-10-12,21.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,50 - 59 years,16,2020-09-30,2020-10-12,21.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,60 - 69 years,16,2020-09-30,2020-10-12,20.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,70 - 79 years,16,2020-09-30,2020-10-12,18.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,80 years and above,16,2020-09-30,2020-10-12,12.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Gender,United States,Male,16,2020-09-30,2020-10-12,14.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Gender,United States,Female,16,2020-09-30,2020-10-12,23.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,16,2020-09-30,2020-10-12,11.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,16,2020-09-30,2020-10-12,33.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,16,2020-09-30,2020-10-12,15.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",16,2020-09-30,2020-10-12,22.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",16,2020-09-30,2020-10-12,14.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",16,2020-09-30,2020-10-12,7.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",16,2020-09-30,2020-10-12,24.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Less than a high school diploma,16,2020-09-30,2020-10-12,16.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,High school diploma or GED,16,2020-09-30,2020-10-12,18.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Some college/Associate's degree,16,2020-09-30,2020-10-12,21.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,16,2020-09-30,2020-10-12,19.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,16,2020-09-30,2020-10-12,26.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alaska,Alaska,16,2020-09-30,2020-10-12,15.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arizona,Arizona,16,2020-09-30,2020-10-12,19.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arkansas,Arkansas,16,2020-09-30,2020-10-12,25.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,California,California,16,2020-09-30,2020-10-12,15.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Colorado,Colorado,16,2020-09-30,2020-10-12,18.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,16,2020-09-30,2020-10-12,19.2
